context	label
Mary considered to have loved her.	0
Mary tried to go abroad.	1
Mary intended to go abroad.	1
Mary managed to go abroad.	1
Mary desired to go abroad.	1
Mary tried John to go abroad.	0
Mary managed John to go abroad.	0
Mary desired John to go abroad.	0
Mary believed him to have loved her.	1
Mary considered him to have loved her.	1
Mary believed he to have loved her.	0
Mary considered he to have loved her.	0
Mary reported he to have loved her.	0
Mary believed his to have loved her.	0
Mary considered his to have loved her.	0
Mary reported his to have loved her.	0
It is certain that John has loved Mary.	1
It is likely that John has loved Mary.	1
There are strangers in that garden.	1
There is strangers in that garden.	0
There is arriving three men at that station.	0
There are arriving three men at that station.	1
I consider there to be a man in that garden.	1
I consider there a man in that garden.	0
They alleged there to have been many strangers in that garden.	1
They alleged many strangers to have been in that garden.	0
John wagered there to have been a stranger in that haunted house.	1
John wagered a stranger to have been in that haunted house.	0
John tried to kiss Mary.	1
John persuaded Mary to kiss him.	1
John told Mary to kiss him.	1
It is illegal to park here.	1
I remembered him having kissed Mary.	1
I reported him having kissed Mary.	1
I reported having kissed Mary.	1
I enjoy taking a bath.	1
I detest taking a bath.	1
I enjoy him taking a bath.	0
I detest him taking a bath.	0
I saw him kissing Mary.	1
I noticed him kissing Mary.	1
I noticed kissing Mary.	0
There was known to everyone.	0
John's refusing the offer is shocking.	1
the enemy's destroying the city was horrific.	1
John's refusal of the offer was shocking.	1
the enemy's destruction of the city was horrific.	1
John wanted to leave the room happy and leave the room he did happy.	0
I often send Mary home drunk, and she gets there just fine.	1
I raw eat fish drunk.	0
I only eat fish drunk raw.	0
I don't think Fred will, either.	1
José likes cabbage, and Holly does too.	1
José ate cabbage, and Holly has too.	1
José is eating cabbage, and Holly is too.	1
John is leaving but Mary's not.	1
I consider Bill intelligent and I consider Sally not.	1
Sally started running down the street, but only after José started.	0
Sally made Bill laugh, and then José made.	0
Mary came to read Fred's story, and I also came to.	0
John wants to go on vacation, but he doesn't know when to.	1
Mary was told to bring something to the party, so she asked Sue what to.	0
We might go on vacation if we can ever figure out when to.	0
Ron wanted to wear a tuxedo to the party, but Caspar couldn't decide whether to.	0
You shouldn't play with rifles because to is dangerous.	0
John is being discussed and Sally is being too.	0
I remember John being discussed, but you recall Sally being.	0
Sally might have eaten cabbage, but Holly shouldn't.	1
José asks that we go to the meeting, and Sally will tell us when.	1
It's we go to the meeting, that Sally will tell us when.	0
It's to Mary that Joe said Holly can talk.	1
Mary claimed that eaten cabbage, Holly hasn't.	1
Mary claimed that eating cabbage, Holly's not.	1
Mary claimed that eat cabbage, Holly wants to.	1
Mary claimed that would eat cabbage, Holly.	0
Mary claimed that hasn't eaten cabbage, Holly.	0
Mary claimed that eating cabbage, Holly started.	0
Mary claimed that eat cabbage, Holly made me.	0
Mary claimed that have eaten cabbage, Holly should.	0
Mary claimed that intelligent, I consider Holly not.	0
Lilly recounted a story to remember because Holly had also recounted a story to.	0
I reviewed Joe's attempt to find Holly while you reviewed José's attempt to.	0
Mary questioned Joe's desire to eat cabbage, but only after I had questioned Sally's desire to.	0
Sally explained the attempt to arrest Holly, but only after I had denied the decision to.	0
John didn't hit a home run, but I know a woman who did.	1
That Betsy won the batting crown is not surprising, but that Peter didn't know she did is surprising.	1
You shouldn't have played with rifles because to have is dangerous.	0
Ron wanted to be wearing a tuxedo to the party, but Caspar didn't know whether to be.	0
Lilly recounted a story to be remembered because Holly had recounted a story to be.	0
Lilly decided that eating cabbage, she should be.	1
Lilly decided eating cabbage, to be.	0
Read Fred's story, I also want to.	1
You shouldn't play with rifles because play with rifles to is dangerous.	0
Ron wanted to wear a tuxedo to the party, but wear a tuxedo to the party Caspar couldn't decide whether to.	0
Lucy Barnes recounted a story to remember because remember Holly had recounted a story to.	0
Mag Wildwood came to introduce the bartender but I came not to.	1
Mag Wildwood came to introduce the bartender but I came precisely not to.	1
You should unload rifles because not to s is dangerous.	1
If Ron knows whether to wear a tuxedo, and Caspar knows whether not to, do they know different things?	1
Lucy recounted a story to remember because Holly had recounted as story not to.	1
I will, if I can work on it.	0
Did Harry leave?	1
Does Joe sing?	1
A proof that God exist does.	0
A proof that God does exists.	0
I visited every town in every country I had to.	0
Every man who said he would buy some salmon did.	1
I visited every town I had to.	1
Every town in every country I had to I visited.	1
Every man who said he would buy some salmon did buy some salmon.	1
Lilly should buy salmon and Mary should too.	1
Lilly should buy salmon and Mary should buy salmon too.	1
Joe's neuroses bother his patrons, and Sally's neuroses do too.	1
Joe likes his bar, and Sally's patrons do too.	1
Every picture of itself arrived.	1
My uncle doesn't have a spouse but your aunt does and he is lying on the floor.	1
My uncle didn't buy anything for Christmas, but my aunt did it for him and it was bright red.	0
I know which book Max read, and which book Oscar didn't.	1
This is the book of which Bill approves, and this is the one of which he doesn't.	1
I know which book Mag read, and which book Bob asked why you hadn't.	0
I know which book Mag read, and which book Bob discussed after I had.	0
Dulles suspected everyone who Angleton did.	1
While Bob read Fred, he didn't Dickens.	1
Sally suspected Joe, but he didn't Holly.	1
Although Mag doesn't eggplants, Sally eats cabbage.	0
Although I don't know which book Sam did, I do know which book Sally read.	0
Near everyone Angleton did, Dulles stood.	0
Sally will stand near Mag, but he won't Holly.	0
While Holly didn't discuss a report about every boy, she did every girl.	0
Sally will stand near every woman that you will.	1
I know which woman Holly will discuss a report about, but I don't know which woman you will.	1
Sam stood near yesterday every one of the women we'd been discussing.	0
Truman visited yesterday you.	0
Truman told the story Bob.	0
While Truman didn't visit me, he did you.	1
While Truman didn't tell me a story, he did Rusty.	1
While José won't talk about Mag, he might about Holly.	1
Although Doc might tell it to you, he won't to me.	1
I think you need to show yourself more than you do anyone else.	1
While Truman doesn't want to visit every city, he does Barcelona.	1
While Rusty might leave in order to please Mag, he won't his father.	0
While Doc might claim that Bob had read his book, he won't the paper.	0
I'll turn the radio down, but I won't up.	0
Fred likes eggplants, although he likes cabbage too.	1
Although he likes cabbage too, Fred likes eggplants.	1
Fred gave flowers to his sweetie because Frank had.	1
China is a country that Joe wants to visit, and he will too, if he gets enough money.	1
Jerry wouldn't read a book by Babel, but Meryl has done so and it was pretty good.	1
I know which book Max read, and which book Oscar hasn't done so.	0
Joe might wish he had, but this isn't a country he has visited.	1
